miRNA,Target,Sum
hsa-miR-155-5p,IKBKE,4
hsa-miR-155-5p,IL17RB,2
hsa-miR-155-5p,INADL,2
hsa-miR-155-5p,INPP5D,3
hsa-miR-155-5p,INPP5D,4
hsa-miR-155-5p,INPP5F,2
hsa-miR-155-5p,INTS6,2
hsa-miR-155-5p,IRF2BP2,2
hsa-miR-155-5p,Jarid2,2
hsa-miR-155-5p,Jarid2,4
hsa-miR-155-5p,JUN,3
hsa-miR-155-5p,KBTBD2,3
hsa-miR-155-5p,KDM3A,4
hsa-miR-155-5p,KIAA0430,3
hsa-miR-155-5p,KLHL5,2
hsa-miR-155-5p,KRAS,5
hsa-miR-155-5p,KRCC1,2
hsa-miR-155-5p,KRT80,2
hsa-miR-155-5p,LAT2,2
hsa-miR-155-5p,LCLAT1,2
hsa-miR-155-5p,LCORL,3
hsa-miR-155-5p,LDOC1,2
hsa-miR-155-5p,LIN7C,3
hsa-miR-155-5p,LNX2,2
hsa-miR-155-5p,LPL,2
hsa-miR-155-5p,LRIF1,3
hsa-miR-155-5p,LRRC59,3
hsa-miR-155-5p,LY6K,2
hsa-miR-155-5p,MAFB,4
hsa-miR-155-5p,MAP3K10,3
hsa-miR-155-5p,MAP3K14,2
hsa-miR-155-5p,MAPK14,2
hsa-miR-155-5p,MARC1,2
hsa-miR-155-5p,MASTL,3
hsa-miR-155-5p,MATR3,2
hsa-miR-155-5p,MBNL3,2
hsa-miR-155-5p,MCM8,3
hsa-miR-155-5p,MECP2,5
hsa-miR-155-5p,MEF2A,3
hsa-miR-155-5p,MEIS1,4
hsa-miR-155-5p,METTL7A,2
hsa-miR-155-5p,MIDN,2
hsa-miR-155-5p,MLH1,4
hsa-miR-155-5p,MMP16,3
hsa-miR-155-5p,MORC3,2
hsa-miR-155-5p,MOSPD2,2
hsa-miR-155-5p,MPP5,3
hsa-miR-155-5p,MPZL1,2
hsa-miR-155-5p,MRPL18,2
hsa-miR-155-5p,MRPS27,3
hsa-miR-155-5p,MSH2,3
hsa-miR-155-5p,MSH6,3
hsa-miR-155-5p,MSI2,2
hsa-miR-155-5p,MXI1,3
hsa-miR-155-5p,MYB,4
hsa-miR-155-5p,MYBL1,2
hsa-miR-155-5p,MYC,3
hsa-miR-155-5p,MYD88,2
hsa-miR-155-5p,MYLK,4
hsa-miR-155-5p,MYO10,5
hsa-miR-155-5p,MYO1D,2
hsa-miR-155-5p,MYO1E,2
hsa-miR-155-5p,NAMPT,2
hsa-miR-155-5p,NARS,4
hsa-miR-155-5p,NFATC2IP,3
hsa-miR-155-5p,NFKB1,4
hsa-miR-155-5p,NKX3-1,2
hsa-miR-155-5p,NOS3,3
hsa-miR-155-5p,NOVA1,2
hsa-miR-155-5p,NT5E,2
hsa-miR-155-5p,PAK2,3
hsa-miR-155-5p,PALD1,2
hsa-miR-155-5p,PAPOLA,2
hsa-miR-155-5p,PAXBP1,2
hsa-miR-155-5p,PBRM1,2
hsa-miR-155-5p,PCDH9,2
hsa-miR-155-5p,PDCD4,2
hsa-miR-155-5p,PDE12,2
hsa-miR-155-5p,PDE3A,3
hsa-miR-155-5p,PDK1,2
hsa-miR-155-5p,PDLIM5,2
hsa-miR-155-5p,PEA15,2
hsa-miR-155-5p,PELI1,2
hsa-miR-155-5p,PGRMC2,2
hsa-miR-155-5p,PHC2,4
hsa-miR-155-5p,PHF14,2
hsa-miR-155-5p,PHF17,3
hsa-miR-155-5p,Picalm,4
hsa-miR-155-5p,PIK3R1,3
hsa-miR-155-5p,PKIA,3
hsa-miR-155-5p,PKN2,4
hsa-miR-155-5p,PLS1,2
hsa-miR-155-5p,PLXND1,2
hsa-miR-155-5p,PODXL,2
hsa-miR-155-5p,POLE3,3
hsa-miR-155-5p,POLE4,2
hsa-miR-155-5p,POLR2C,2
hsa-miR-155-5p,PPL,4
hsa-miR-155-5p,PPP5C,2
hsa-miR-155-5p,PRKAR1A,2
hsa-miR-155-5p,PRKCI,2
hsa-miR-155-5p,PSIP1,5
hsa-miR-155-5p,PSMG1,2
hsa-miR-155-5p,PTN,2
hsa-miR-155-5p,PTPRJ,2
hsa-miR-155-5p,RAB11FIP2,3
hsa-miR-155-5p,RAB23,2
hsa-miR-155-5p,RAB27B,2
hsa-miR-155-5p,RAB30,2
hsa-miR-155-5p,RAB34,2
hsa-miR-155-5p,RAB5C,2
hsa-miR-155-5p,RAB6A,2
hsa-miR-155-5p,RAC1,3
hsa-miR-155-5p,RAD51,3
hsa-miR-155-5p,RAI14,2
hsa-miR-155-5p,RAPGEF2,2
hsa-miR-155-5p,RBAK,4
hsa-miR-155-5p,RCN2,3
hsa-miR-155-5p,RCOR1,3
hsa-miR-155-5p,RHEB,4
hsa-miR-155-5p,RHOA,4
hsa-miR-155-5p,RNF123,3
hsa-miR-155-5p,RUNX2,4
hsa-miR-155-5p,SACM1L,2
hsa-miR-155-5p,SAP30L,2
hsa-miR-155-5p,SCAMP1,2
hsa-miR-155-5p,SDCBP,6
hsa-miR-155-5p,SECISBP2,3
hsa-miR-155-5p,SEL1L,3
hsa-miR-155-5p,SERTAD2,2
hsa-miR-155-5p,Sfpi1,3
hsa-miR-155-5p,SH3BP4,2
hsa-miR-155-5p,SH3PXD2A,2
hsa-miR-155-5p,SHANK2,2
hsa-miR-155-5p,SKI,3
hsa-miR-155-5p,Sla,2
hsa-miR-155-5p,SLC25A40,2
hsa-miR-155-5p,SLC30A1,3
hsa-miR-155-5p,SLC33A1,2
hsa-miR-155-5p,SLC35F2,3
hsa-miR-155-5p,SLC39A10,2
hsa-miR-155-5p,SMAD1,5
hsa-miR-155-5p,SMAD2,5
hsa-miR-155-5p,SMAD5,4
hsa-miR-155-5p,SMARCA4,3
hsa-miR-155-5p,SNAP29,2
hsa-miR-155-5p,SOCS1,6
hsa-miR-155-5p,SOX6,3
hsa-miR-155-5p,SPI1,5
hsa-miR-155-5p,SSX2IP,2
hsa-miR-155-5p,SYNE2,2
hsa-miR-155-5p,SYPL1,2
hsa-miR-155-5p,TAB2,6
hsa-miR-155-5p,TACSTD2,2
hsa-miR-155-5p,TAF5L,2
hsa-miR-155-5p,TBC1D14,3
hsa-miR-155-5p,TBC1D8B,2
hsa-miR-155-5p,TBCA,3
hsa-miR-155-5p,TCF12,2
hsa-miR-155-5p,TERF1,2
hsa-miR-155-5p,THRB,2
hsa-miR-155-5p,TLE4,3
hsa-miR-155-5p,TM6SF1,2
hsa-miR-155-5p,TNFRSF10A,2
hsa-miR-155-5p,TNPO1,2
hsa-miR-155-5p,TOMM20,2
hsa-miR-155-5p,TP53INP1,6
hsa-miR-155-5p,TPRKB,2
hsa-miR-155-5p,TRAK1,2
hsa-miR-155-5p,TRAM1,3
hsa-miR-155-5p,TRIM32,5
hsa-miR-155-5p,TRIP13,4
hsa-miR-155-5p,TRPS1,2
hsa-miR-155-5p,TSHZ3,2
hsa-miR-155-5p,TSPAN14,3
hsa-miR-155-5p,TTF1,2
hsa-miR-155-5p,TWF1,4
hsa-miR-155-5p,TXNDC12,2
hsa-miR-155-5p,TXNRD1,2
hsa-miR-155-5p,UBE2J1,2
hsa-miR-155-5p,UBQLN1,2
hsa-miR-155-5p,UBTD2,2
hsa-miR-155-5p,UFL1,2
hsa-miR-155-5p,UPF2,3
hsa-miR-155-5p,UQCRFS1,2
hsa-miR-155-5p,VAMP3,2
hsa-miR-155-5p,VEZF1,3
hsa-miR-155-5p,VHL,2
hsa-miR-155-5p,VPS36,2
hsa-miR-155-5p,WBP1L,2
hsa-miR-155-5p,WDFY1,3
hsa-miR-155-5p,WEE1,3
hsa-miR-155-5p,WHSC1L1,2
hsa-miR-155-5p,WNK1,2
hsa-miR-155-5p,WWC1,3
hsa-miR-155-5p,YWHAZ,3
hsa-miR-155-5p,ZIC3,2
hsa-miR-155-5p,ZKSCAN5,2
hsa-miR-155-5p,ZNF236,2
hsa-miR-155-5p,ZNF248,3
hsa-miR-155-5p,ZNF254,3
hsa-miR-155-5p,ZNF28,3
hsa-miR-155-5p,ZNF431,3
hsa-miR-155-5p,ZNF493,2
hsa-miR-155-5p,ZNF561,2
hsa-miR-155-5p,ZNF652,5
hsa-miR-155-5p,ZNF714,2
hsa-miR-155-5p,ZNF83,2
hsa-miR-1587,TIMM8B,2
hsa-miR-15a-3p,C17orf96,2
hsa-miR-15a-5p,AKT3,2
hsa-miR-15a-5p,ANAPC16,2
hsa-miR-15a-5p,APP,3
hsa-miR-15a-5p,ASXL2,2
hsa-miR-15a-5p,BACE1,2
hsa-miR-15a-5p,BCL2,6
hsa-miR-15a-5p,BMI1,5
hsa-miR-15a-5p,BRCA1,2
hsa-miR-15a-5p,C17orf80,2
hsa-miR-15a-5p,C2orf43,2
hsa-miR-15a-5p,C4orf27,2
hsa-miR-15a-5p,CADM1,3
hsa-miR-15a-5p,CARD8,2
hsa-miR-15a-5p,CARM1,3
hsa-miR-15a-5p,CCDC111,2
hsa-miR-15a-5p,CCND1,5
hsa-miR-15a-5p,CCND2,3
hsa-miR-15a-5p,CCNE1,6
hsa-miR-15a-5p,CDC14B,2
hsa-miR-15a-5p,CDC25A,3
hsa-miR-15a-5p,CENPJ,2
hsa-miR-15a-5p,CEP63,2
hsa-miR-15a-5p,CHUK,4
hsa-miR-15a-5p,CLCN3,4
hsa-miR-15a-5p,CREBL2,3
hsa-miR-15a-5p,CRKL,5
hsa-miR-15a-5p,DLK1,2
hsa-miR-15a-5p,DMTF1,3
hsa-miR-15a-5p,ECHDC1,2
hsa-miR-15a-5p,FAM122C,2
hsa-miR-15a-5p,FAM69A,2
hsa-miR-15a-5p,FGF7,2
hsa-miR-15a-5p,FOXO1,4
hsa-miR-15a-5p,GOLGA5,2
hsa-miR-15a-5p,GOLPH3L,2
hsa-miR-15a-5p,GTF2H1,2
hsa-miR-15a-5p,H3F3B,2
hsa-miR-15a-5p,HACE1,2
hsa-miR-15a-5p,HDHD2,2
hsa-miR-15a-5p,HERC6,2
hsa-miR-15a-5p,HMGA1,4
hsa-miR-15a-5p,HMGA2,3
hsa-miR-15a-5p,HRSP12,2
hsa-miR-15a-5p,HSDL2,2
hsa-miR-15a-5p,HSP90B1,2
hsa-miR-15a-5p,HSPA1A,2
hsa-miR-15a-5p,HSPA1B,2
hsa-miR-15a-5p,IFNG,2
hsa-miR-15a-5p,JUN,2
hsa-miR-15a-5p,KLF6,2
hsa-miR-15a-5p,MCL1,2
hsa-miR-15a-5p,MN1,4
hsa-miR-15a-5p,MSH2,2
hsa-miR-15a-5p,MYB,5
hsa-miR-15a-5p,NFKB1,3
hsa-miR-15a-5p,NIPAL2,2
hsa-miR-15a-5p,NT5DC1,2
hsa-miR-15a-5p,OMA1,2
hsa-miR-15a-5p,OSGEPL1,2
hsa-miR-15a-5p,PDCD4,3
hsa-miR-15a-5p,PDCD6IP,2
hsa-miR-15a-5p,PHKB,2
hsa-miR-15a-5p,PHLPP1,3
hsa-miR-15a-5p,PMS1,2
hsa-miR-15a-5p,PNN,2
hsa-miR-15a-5p,PRIM1,2
hsa-miR-15a-5p,PURA,2
hsa-miR-15a-5p,PWWP2A,2
hsa-miR-15a-5p,RAB21,2
hsa-miR-15a-5p,RAD51C,2
hsa-miR-15a-5p,RECK,3
hsa-miR-15a-5p,REPIN1,2
hsa-miR-15a-5p,RHOT1,2
hsa-miR-15a-5p,RNASEL,2
hsa-miR-15a-5p,SIDT2,2
hsa-miR-15a-5p,SKAP2,3
hsa-miR-15a-5p,SLC35A1,2
hsa-miR-15a-5p,SLC35B3,2
hsa-miR-15a-5p,SOX5,2
hsa-miR-15a-5p,TIA1,2
hsa-miR-15a-5p,TMEM184B,2
hsa-miR-15a-5p,TMEM251,2
hsa-miR-15a-5p,TRMT13,2
hsa-miR-15a-5p,TSPYL2,2
hsa-miR-15a-5p,UCP2,3
hsa-miR-15a-5p,UGDH,2
hsa-miR-15a-5p,UGP2,2
hsa-miR-15a-5p,VEGFA,6
hsa-miR-15a-5p,VPS45,2
hsa-miR-15a-5p,WIPF1,2
hsa-miR-15a-5p,WNT3A,3
hsa-miR-15a-5p,WT1,2
hsa-miR-15a-5p,YAP1,3
hsa-miR-15a-5p,ZNF559,2
hsa-miR-15b-3p,IGF1R,2
hsa-miR-15b-3p,PCCA,2
hsa-miR-15b-5p,AXIN2,2
hsa-miR-15b-5p,BCL2,5
hsa-miR-15b-5p,CCND1,5
hsa-miR-15b-5p,CCNE1,5
hsa-miR-15b-5p,CRIM1,4
hsa-miR-15b-5p,EIF4A1,2
hsa-miR-15b-5p,FGF2,2
hsa-miR-15b-5p,FOXO1,3
hsa-miR-15b-5p,FUT2,3
hsa-miR-15b-5p,HNF1A,3
hsa-miR-15b-5p,IFNG,2
hsa-miR-15b-5p,INSR,3
hsa-miR-15b-5p,KDR,3
hsa-miR-15b-5p,MAP2K4,2
hsa-miR-15b-5p,PPM1D,2
hsa-miR-15b-5p,PURA,2
hsa-miR-15b-5p,RECK,5
hsa-miR-15b-5p,SIDT2,2
hsa-miR-15b-5p,SMAD7,4
hsa-miR-15b-5p,SMURF1,4
hsa-miR-15b-5p,VEGFA,3
hsa-miR-1-5p,BDNF,3
hsa-miR-1-5p,TNRC6B,2
hsa-miR-16-1-3p,CCND1,4
hsa-miR-16-1-3p,ZNF70,2
hsa-miR-16-2-3p,ABCG2,2
hsa-miR-16-2-3p,RARB,3
hsa-miR-16-5p,ABCF2,2
hsa-miR-16-5p,ABHD10,2
hsa-miR-16-5p,ACP2,2
hsa-miR-16-5p,ACTG1,2
hsa-miR-16-5p,ACVR2A,4
hsa-miR-16-5p,ADSS,2
hsa-miR-16-5p,AHNAK2,2
hsa-miR-16-5p,AKT3,2
hsa-miR-16-5p,ALG3,3
hsa-miR-16-5p,ANAPC13,2
hsa-miR-16-5p,ANAPC16,2
hsa-miR-16-5p,AP2A1,2
hsa-miR-16-5p,APP,5
hsa-miR-16-5p,ARHGDIA,3
hsa-miR-16-5p,ARL2,6
hsa-miR-16-5p,ASXL2,2
hsa-miR-16-5p,ATG9A,3
hsa-miR-16-5p,ATXN2L,2
hsa-miR-16-5p,AUP1,2
hsa-miR-16-5p,AURKB,3
hsa-miR-16-5p,AXIN2,2
hsa-miR-16-5p,B4GALT1,2
hsa-miR-16-5p,BACE1,3
hsa-miR-16-5p,BCL2,6
hsa-miR-16-5p,BDNF,3
hsa-miR-16-5p,BIRC5,2
hsa-miR-16-5p,BMI1,3
hsa-miR-16-5p,BRCA1,2
hsa-miR-16-5p,BZW1,2
hsa-miR-16-5p,C17orf80,2
hsa-miR-16-5p,C2orf43,2
hsa-miR-16-5p,C4orf27,2
hsa-miR-16-5p,C9orf114,2
hsa-miR-16-5p,C9orf89,2
hsa-miR-16-5p,CA12,3
hsa-miR-16-5p,CACNA2D1,2
hsa-miR-16-5p,CADM1,3
hsa-miR-16-5p,CAPRIN1,4
hsa-miR-16-5p,CARD8,2
hsa-miR-16-5p,CASK,2
hsa-miR-16-5p,CCDC111,2
hsa-miR-16-5p,CCND1,5
hsa-miR-16-5p,CCND3,4
hsa-miR-16-5p,CCNE1,6
hsa-miR-16-5p,CCNT2,3
hsa-miR-16-5p,CDC14B,2
hsa-miR-16-5p,CDK1,2
hsa-miR-16-5p,CDK5RAP1,2
hsa-miR-16-5p,CDK6,5
hsa-miR-16-5p,CDS2,5
hsa-miR-16-5p,CENPJ,2
hsa-miR-16-5p,CEP63,2
hsa-miR-16-5p,CHEK1,3
hsa-miR-16-5p,CHORDC1,2
hsa-miR-16-5p,CHUK,4
hsa-miR-16-5p,COMT,2
hsa-miR-16-5p,CREBL2,3
hsa-miR-16-5p,CSDE1,2
hsa-miR-16-5p,DAP3,2
hsa-miR-16-5p,DDX3X,2
hsa-miR-16-5p,DDX3Y,2
hsa-miR-16-5p,DIEXF,2
hsa-miR-16-5p,DNAJA1,2
hsa-miR-16-5p,DNAJB4,3
hsa-miR-16-5p,DNAJC9,2
hsa-miR-16-5p,ECHDC1,2
hsa-miR-16-5p,EEF1A1,2
hsa-miR-16-5p,EFNB2,2
hsa-miR-16-5p,EGFR,2
hsa-miR-16-5p,EIF2B2,2
hsa-miR-16-5p,EIF4B,2
hsa-miR-16-5p,EIF4E,2
hsa-miR-16-5p,EPT1,3
hsa-miR-16-5p,F2,2
hsa-miR-16-5p,FAM122C,2
hsa-miR-16-5p,FAM189B,2
hsa-miR-16-5p,FAM69A,2
hsa-miR-16-5p,FGF2,6
hsa-miR-16-5p,FGFR1,3
hsa-miR-16-5p,FNDC3B,3
hsa-miR-16-5p,GALNT7,2
hsa-miR-16-5p,GFM1,2
hsa-miR-16-5p,GFPT1,2
hsa-miR-16-5p,GNB1,2
hsa-miR-16-5p,GNL3L,2
hsa-miR-16-5p,GOLGA5,2
hsa-miR-16-5p,GOLPH3L,2
hsa-miR-16-5p,GOLT1B,2
hsa-miR-16-5p,GPAM,2
hsa-miR-16-5p,GRB2,2
hsa-miR-16-5p,GSTM4,2
hsa-miR-16-5p,GTF2H1,2
hsa-miR-16-5p,H3F3B,2
hsa-miR-16-5p,HACE1,2
hsa-miR-16-5p,HARS,2
hsa-miR-16-5p,HARS2,2
hsa-miR-16-5p,HDGF,4
hsa-miR-16-5p,HDHD2,2
hsa-miR-16-5p,HEATR2,2
hsa-miR-16-5p,HERC6,2
hsa-miR-16-5p,HIGD1A,2
hsa-miR-16-5p,HMGA1,5
hsa-miR-16-5p,HMGA2,3
hsa-miR-16-5p,HMOX1,2
hsa-miR-16-5p,HNRNPDL,2
hsa-miR-16-5p,HRSP12,2
hsa-miR-16-5p,HSDL2,2
hsa-miR-16-5p,HSP90B1,2
hsa-miR-16-5p,HSPA1A,3
hsa-miR-16-5p,HSPA1B,2
hsa-miR-16-5p,HSPA4L,2
hsa-miR-16-5p,IFNG,2
hsa-miR-16-5p,IFRD1,2
hsa-miR-16-5p,IFRD2,2
hsa-miR-16-5p,IGF1R,3
hsa-miR-16-5p,IGF2R,2
hsa-miR-16-5p,IPO4,2
hsa-miR-16-5p,ITGA2,4
hsa-miR-16-5p,JUN,2
hsa-miR-16-5p,KCNN4,2
hsa-miR-16-5p,KDR,3
hsa-miR-16-5p,KIF23,2
hsa-miR-16-5p,KIF5B,2
hsa-miR-16-5p,KPNA1,2
hsa-miR-16-5p,KPNA3,3
hsa-miR-16-5p,KRAS,2
hsa-miR-16-5p,LAMC1,3
hsa-miR-16-5p,LAMTOR2,2
hsa-miR-16-5p,LAMTOR3,2
hsa-miR-16-5p,LAMTOR5,2
hsa-miR-16-5p,LRPPRC,2
hsa-miR-16-5p,LUZP1,3
hsa-miR-16-5p,LYPLA2,2
hsa-miR-16-5p,MAP4,2
hsa-miR-16-5p,MAP7,4
hsa-miR-16-5p,MCL1,2
hsa-miR-16-5p,MCU,2
hsa-miR-16-5p,MLLT11,2
hsa-miR-16-5p,MMS19,3
hsa-miR-16-5p,MOV10,2
hsa-miR-16-5p,MSH2,2
hsa-miR-16-5p,MTOR,2
hsa-miR-16-5p,MYB,4
hsa-miR-16-5p,NAA15,3
hsa-miR-16-5p,NAA25,3
hsa-miR-16-5p,NAPG,3
hsa-miR-16-5p,NCOR2,2
hsa-miR-16-5p,NCSTN,3
hsa-miR-16-5p,NIPAL2,2
hsa-miR-16-5p,NOB1,3
hsa-miR-16-5p,NOTCH2,3
hsa-miR-16-5p,NPR3,2
hsa-miR-16-5p,NT5DC1,2
hsa-miR-16-5p,NUFIP2,2
hsa-miR-16-5p,NUP50,2
hsa-miR-16-5p,OMA1,2
hsa-miR-16-5p,OPRM1,2
hsa-miR-16-5p,OSGEPL1,2
hsa-miR-16-5p,PABPC4,2
hsa-miR-16-5p,PAFAH1B2,3
hsa-miR-16-5p,PANX1,2
hsa-miR-16-5p,PCMT1,2
hsa-miR-16-5p,PDCD4,3
hsa-miR-16-5p,PDCD6IP,2
hsa-miR-16-5p,PDIA6,2
hsa-miR-16-5p,PHKB,2
hsa-miR-16-5p,PHLDB2,2
hsa-miR-16-5p,PIM1,2
hsa-miR-16-5p,PISD,2
hsa-miR-16-5p,PLK1,2
hsa-miR-16-5p,PLRG1,2
hsa-miR-16-5p,PMS1,2
hsa-miR-16-5p,PNN,2
hsa-miR-16-5p,PNP,2
hsa-miR-16-5p,PNPLA6,3
hsa-miR-16-5p,PPIF,2
hsa-miR-16-5p,PPM1D,4
hsa-miR-16-5p,PPP2R5C,3
hsa-miR-16-5p,PPP6C,2
hsa-miR-16-5p,PRDM4,5
hsa-miR-16-5p,PRIM1,2
hsa-miR-16-5p,PRPSAP1,2
hsa-miR-16-5p,PRRC2C,2
hsa-miR-16-5p,PSAT1,3
hsa-miR-16-5p,PSME3,2
hsa-miR-16-5p,PTCD3,2
hsa-miR-16-5p,PTGS2,3
hsa-miR-16-5p,PTPRJ,2
hsa-miR-16-5p,PURA,4
hsa-miR-16-5p,PWWP2A,2
hsa-miR-16-5p,RAB1B,2
hsa-miR-16-5p,RAB21,2
hsa-miR-16-5p,RAB30,2
hsa-miR-16-5p,RACGAP1,2
hsa-miR-16-5p,RAD51C,2
hsa-miR-16-5p,RAF1,2
hsa-miR-16-5p,RARS,4
hsa-miR-16-5p,RCL1,2
hsa-miR-16-5p,RECK,5
hsa-miR-16-5p,RFT1,2
hsa-miR-16-5p,RHOT1,2
hsa-miR-16-5p,RIF1,2
hsa-miR-16-5p,RNASEL,2
hsa-miR-16-5p,RPL10,2
hsa-miR-16-5p,RPL14,2
hsa-miR-16-5p,RPLP0,2
hsa-miR-16-5p,RPRD2,2
hsa-miR-16-5p,RPS12,2
hsa-miR-16-5p,RPS6KA3,2
hsa-miR-16-5p,RPS6KB1,3
hsa-miR-16-5p,RTN4,4
hsa-miR-16-5p,SCAF4,2
hsa-miR-16-5p,SEC24A,3
hsa-miR-16-5p,SERBP1,2
hsa-miR-16-5p,SERPINE2,2
hsa-miR-16-5p,SHOC2,3
hsa-miR-16-5p,SIDT2,2
hsa-miR-16-5p,SKAP2,3
hsa-miR-16-5p,SLC12A2,2
hsa-miR-16-5p,SLC16A3,2
hsa-miR-16-5p,SLC1A5,2
hsa-miR-16-5p,SLC25A22,3
hsa-miR-16-5p,SLC29A1,2
hsa-miR-16-5p,SLC35A1,2
hsa-miR-16-5p,SLC35A4,2
hsa-miR-16-5p,SLC35B2,2
hsa-miR-16-5p,SLC35B3,2
hsa-miR-16-5p,SLC38A1,2
hsa-miR-16-5p,SLC38A5,2
hsa-miR-16-5p,SLC6A4,2
hsa-miR-16-5p,SLC7A1,2
hsa-miR-16-5p,SLC7A5,2
hsa-miR-16-5p,SNRPB2,2
hsa-miR-16-5p,SON,2
hsa-miR-16-5p,SOX5,2
hsa-miR-16-5p,SOX6,3
hsa-miR-16-5p,SPTLC1,3
hsa-miR-16-5p,SQSTM1,2
hsa-miR-16-5p,SRPK1,2
hsa-miR-16-5p,SRPR,3
hsa-miR-16-5p,SRPRB,3
hsa-miR-16-5p,SSU72,2
hsa-miR-16-5p,STXBP3,2
hsa-miR-16-5p,SUPT16H,2
hsa-miR-16-5p,SYPL1,2
hsa-miR-16-5p,TIA1,2
hsa-miR-16-5p,TIMM10B,2
hsa-miR-16-5p,TIMM13,2
hsa-miR-16-5p,TMEM109,3
hsa-miR-16-5p,TMEM189-UBE2V1,3
hsa-miR-16-5p,TMEM251,2
hsa-miR-16-5p,TMEM43,3
hsa-miR-16-5p,TNF,2
hsa-miR-16-5p,TNFSF9,3
hsa-miR-16-5p,TNPO3,2
hsa-miR-16-5p,TOMM34,3
hsa-miR-16-5p,TOR4A,2
hsa-miR-16-5p,TPM3,3
hsa-miR-16-5p,TPPP3,2
hsa-miR-16-5p,TRAP1,2
hsa-miR-16-5p,TRMT13,2
hsa-miR-16-5p,TSPAN3,2
hsa-miR-16-5p,TTLL12,2
hsa-miR-16-5p,TUBB,2
hsa-miR-16-5p,TXN2,2
hsa-miR-16-5p,UBE2S,2
hsa-miR-16-5p,UBE2V1,2
hsa-miR-16-5p,UBE4A,3
hsa-miR-16-5p,UGDH,2
hsa-miR-16-5p,UGP2,2
hsa-miR-16-5p,UTP15,2
hsa-miR-16-5p,VEGFA,5
hsa-miR-16-5p,VPS45,2
hsa-miR-16-5p,VTI1B,3
hsa-miR-16-5p,WEE1,3
hsa-miR-16-5p,WIPF1,2
hsa-miR-16-5p,WNT3A,3
hsa-miR-16-5p,WNT4,2
hsa-miR-16-5p,WT1,2
hsa-miR-16-5p,XPO7,2
hsa-miR-16-5p,YAP1,3
hsa-miR-16-5p,YIF1B,3
hsa-miR-16-5p,YWHAH,2
hsa-miR-16-5p,ZNF384,2
hsa-miR-16-5p,ZNF559,2
hsa-miR-16-5p,ZNF622,3
hsa-miR-16-5p,ZYX,3
hsa-miR-17-3p,GPX2,3
hsa-miR-17-3p,ICAM1,3
hsa-miR-17-3p,ITGA5,3
hsa-miR-17-3p,ITGB3,3
hsa-miR-17-3p,KDR,3
hsa-miR-17-3p,RMND5A,2
hsa-miR-17-3p,SOD2,3
hsa-miR-17-3p,TIMP3,3
hsa-miR-17-3p,TXNRD2,3
hsa-miR-17-3p,VIM,5
hsa-miR-17-5p,ADAR,2
hsa-miR-17-5p,APP,4
hsa-miR-17-5p,BCL2,2
hsa-miR-17-5p,BCL2,4
hsa-miR-17-5p,BCL2L11,5
hsa-miR-17-5p,BMP2,4
hsa-miR-17-5p,BMPR2,5
hsa-miR-17-5p,CCL1,3
hsa-miR-17-5p,CCND1,5
hsa-miR-17-5p,CCND2,2
hsa-miR-17-5p,CDKN1A,5
hsa-miR-17-5p,CLU,2
hsa-miR-17-5p,CREB1,2
hsa-miR-17-5p,DNAJC27,3
hsa-miR-17-5p,E2F1,5
hsa-miR-17-5p,E2F3,2
hsa-miR-17-5p,ETV1,4
hsa-miR-17-5p,FBXO31,5
hsa-miR-17-5p,GAB1,2
hsa-miR-17-5p,GPR137B,3
hsa-miR-17-5p,HBP1,2
hsa-miR-17-5p,Hif1a,5
hsa-miR-17-5p,ITGB8,2
hsa-miR-17-5p,JAK1,4
hsa-miR-17-5p,JAK2,2
hsa-miR-17-5p,KAT2B,3
hsa-miR-17-5p,LDLR,4
hsa-miR-17-5p,LIMK1,2
hsa-miR-17-5p,MAP3K12,2
hsa-miR-17-5p,MAPK9,4
hsa-miR-17-5p,MDM2,3
hsa-miR-17-5p,MEF2D,2
hsa-miR-17-5p,MUC17,3
hsa-miR-17-5p,MYC,3
hsa-miR-17-5p,NABP1,3
hsa-miR-17-5p,NCOA3,5
hsa-miR-17-5p,NPAS3,4
hsa-miR-17-5p,NPAT,3
hsa-miR-17-5p,PDLIM7,3
hsa-miR-17-5p,PFKFB2,2
hsa-miR-17-5p,PKD2,4
hsa-miR-17-5p,PKNOX1,2
hsa-miR-17-5p,PRRG1,2
hsa-miR-17-5p,PTEN,5
hsa-miR-17-5p,PTPRO,3
hsa-miR-17-5p,RB1,2
hsa-miR-17-5p,RBL1,2
hsa-miR-17-5p,RBL2,4
hsa-miR-17-5p,RND3,3
hsa-miR-17-5p,RUNX1,4
hsa-miR-17-5p,SMAD4,4
hsa-miR-17-5p,SMURF1,3
hsa-miR-17-5p,SOCS6,3
hsa-miR-17-5p,STAT3,5
hsa-miR-17-5p,STAT5A,2
hsa-miR-17-5p,TBC1D2,3
hsa-miR-17-5p,TCEAL1,5
hsa-miR-17-5p,TGFBR2,3
hsa-miR-17-5p,TGFBR2,6
hsa-miR-17-5p,THBS1,3
hsa-miR-17-5p,TIMP3,3
hsa-miR-17-5p,TP53INP1,4
hsa-miR-17-5p,TSG101,2
hsa-miR-17-5p,UBE2C,4
hsa-miR-17-5p,VEGFA,2
hsa-miR-17-5p,WEE1,2
hsa-miR-17-5p,YES1,4
hsa-miR-17-5p,ZBTB4,2
hsa-miR-17-5p,ZNFX1,3
