miRNA,Target,Sum
hsa-miR-4538,COX11P1,2
hsa-miR-4539,ZC4H2,2
hsa-miR-4540,PSG11,2
hsa-miR-454-3p,PRNP,2
hsa-miR-454-3p,SMAD4,4
hsa-miR-454-5p,ANG,2
hsa-miR-455-3p,EI24,4
hsa-miR-455-3p,KIAA1841,2
hsa-miR-455-5p,MOB3B,2
hsa-miR-455-5p,UBA7,3
hsa-miR-4632-3p,CCPG1,2
hsa-miR-4632-5p,C1orf109,2
hsa-miR-4633-3p,SUPT16H,2
hsa-miR-4633-5p,KCNJ10,2
hsa-miR-4634,SLC9A3,2
hsa-miR-4635,C17orf96,2
hsa-miR-4636,PATZ1,2
hsa-miR-4637,PCNX,2
hsa-miR-4638-3p,TMEM239,2
hsa-miR-4638-5p,TNFSF14,2
hsa-miR-4639-3p,SEP15,2
hsa-miR-4639-5p,ARSK,2
hsa-miR-4640-3p,GCDH,2
hsa-miR-4640-5p,CENPN,2
hsa-miR-4641,EIF5AL1,2
hsa-miR-4642,NCOA3,2
hsa-miR-4643,ZFYVE9,2
hsa-miR-4644,ST6GAL2,2
hsa-miR-4645-3p,SEMA5A,2
hsa-miR-4645-5p,CEBPD,2
hsa-miR-4646-3p,CAMK2N1,2
hsa-miR-4646-5p,TSTD2,2
hsa-miR-4647,KRT78,2
hsa-miR-4648,RPL12,2
hsa-miR-4649-5p,MRPS27,2
hsa-miR-4650-3p,C3orf17,2
hsa-miR-4650-5p,SLC25A28,2
hsa-miR-4651,PNMAL2,2
hsa-miR-4652-3p,MIDN,2
hsa-miR-4652-5p,MEN1,2
hsa-miR-4653-3p,FRS2,5
hsa-miR-4653-3p,ZNF587,2
hsa-miR-4653-5p,ARL10,2
hsa-miR-4654,RPL12,2
hsa-miR-4655-3p,PPM1F,2
hsa-miR-4655-5p,CCDC115,2
hsa-miR-4656,TIMM8B,2
hsa-miR-4657,LRWD1,2
hsa-miR-4658,LRIT3,2
hsa-miR-4659a-3p,TENM1,2
hsa-miR-4659a-5p,CDCP1,2
hsa-miR-4659b-3p,TENM1,2
hsa-miR-4659b-5p,CDCP1,2
hsa-miR-466,ANTXR2,2
hsa-miR-466,TRIM13,3
hsa-miR-4660,ITPRIP,2
hsa-miR-4661-3p,SRGAP2,2
hsa-miR-4661-5p,IL6ST,2
hsa-miR-4662a-3p,ACADSB,2
hsa-miR-4662a-5p,PAPOLA,2
hsa-miR-4662b,KRT78,2
hsa-miR-4663,CLIC5,2
hsa-miR-4664-3p,KANSL1,2
hsa-miR-4664-5p,ZFP3,2
hsa-miR-4665-3p,PLD5,2
hsa-miR-4665-5p,WNT9B,2
hsa-miR-4666a-3p,HAT1,2
hsa-miR-4666a-5p,DDX4,2
hsa-miR-4666b,KARS,2
hsa-miR-4667-3p,BTK,3
hsa-miR-4667-3p,MAGEB10,2
hsa-miR-4667-5p,NCEH1,2
hsa-miR-4668-3p,SREK1IP1,2
hsa-miR-4668-5p,PHKG2,2
hsa-miR-4669,NDUFA11,2
hsa-miR-4670-3p,C17orf96,2
hsa-miR-4670-5p,GRIN2D,2
hsa-miR-4671-3p,ZNF75A,2
hsa-miR-4671-5p,BCL3,2
hsa-miR-4672,ANTXR2,2
hsa-miR-4673,CEBPD,2
hsa-miR-4674,EIF5AL1,2
hsa-miR-4674,SNCG,3
hsa-miR-4675,TIMM8B,2
hsa-miR-4676-3p,SKI,2
hsa-miR-4676-5p,SNRPD3,2
hsa-miR-4677-3p,THRB,2
hsa-miR-4677-5p,UBE2Q1,2
hsa-miR-4678,LIFR,2
hsa-miR-4679,THRB,2
hsa-miR-4680-3p,FAM9C,2
hsa-miR-4680-5p,C2CD2,2
hsa-miR-4681,GATAD2A,2
hsa-miR-4682,CLVS2,2
hsa-miR-4683,GTPBP4,2
hsa-miR-4684-3p,KIAA1191,2
hsa-miR-4684-5p,ZNF480,2
hsa-miR-4685-3p,MAGEB10,2
hsa-miR-4685-5p,GJB1,2
hsa-miR-4686,NRAS,2
hsa-miR-4687-3p,FNBP1,2
hsa-miR-4687-5p,YWHAG,2
hsa-miR-4688,TMPRSS5,2
hsa-miR-4689,METTL12,2
hsa-miR-4690-3p,ZNF324B,2
hsa-miR-4690-5p,ENTPD7,2
hsa-miR-4691-5p,C12orf73,2
hsa-miR-4692,HSD11B1L,2
hsa-miR-4693-3p,ZNF99,2
hsa-miR-4693-5p,DEK,2
hsa-miR-4694-3p,KIF1C,2
hsa-miR-4694-5p,PLXDC2,2
hsa-miR-4695-3p,CXXC4,2
hsa-miR-4695-5p,TPD52L1,2
hsa-miR-4696,AR,2
hsa-miR-4696,ARSE,2
hsa-miR-4697-3p,HHLA2,2
hsa-miR-4697-5p,C19orf26,2
hsa-miR-4698,GABRB2,2
hsa-miR-4699-3p,HAVCR1,2
hsa-miR-4699-5p,ZFP91,2
hsa-miR-4700-3p,SMC3,2
hsa-miR-4700-5p,NCEH1,2
hsa-miR-4701-3p,TMPRSS4,2
hsa-miR-4701-5p,ZNF439,2
hsa-miR-4703-3p,PEX3,2
hsa-miR-4703-5p,ITM2A,2
hsa-miR-4704-3p,ZNF510,2
hsa-miR-4704-5p,ZNF772,2
hsa-miR-4705,NDRG1,2
hsa-miR-4706,DISC1,2
hsa-miR-4707-3p,SYT7,2
hsa-miR-4707-5p,FBXO48,2
hsa-miR-4708-3p,PRSS45,2
hsa-miR-4708-5p,LRIT3,2
hsa-miR-4709-3p,PSMA5,2
hsa-miR-4709-5p,NBPF8,2
hsa-miR-4710,C16orf87,2
hsa-miR-4711-3p,IHH,2
hsa-miR-4711-5p,PACS1,2
hsa-miR-4712-3p,KRT78,2
hsa-miR-4712-5p,ZNF426,2
hsa-miR-4713-3p,HIST2H4A,2
hsa-miR-4713-5p,MRPS27,2
hsa-miR-4714-3p,PPP3R1,2
hsa-miR-4714-5p,ALG14,2
hsa-miR-4715-3p,MAGEB10,2
hsa-miR-4715-5p,CCND1,2
hsa-miR-4716-3p,C19orf53,2
hsa-miR-4716-5p,NBPF8,2
hsa-miR-4717-3p,BTC,2
hsa-miR-4717-5p,C17orf96,2
hsa-miR-4718,ABL1,2
hsa-miR-4719,NEU3,2
hsa-miR-4720-3p,ORMDL1,2
hsa-miR-4720-5p,ZNRF2,2
hsa-miR-4721,GATSL2,2
hsa-miR-4722-3p,ARFGEF1,2
hsa-miR-4722-5p,C20orf197,2
hsa-miR-4722-5p,SNCG,3
hsa-miR-4723-3p,NACC1,2
hsa-miR-4723-5p,ABL1,3
hsa-miR-4723-5p,WNT9B,2
hsa-miR-4724-3p,ZNF562,2
hsa-miR-4725-3p,NCEH1,2
hsa-miR-4725-5p,SEPT3,2
hsa-miR-4726-3p,SLC25A10,2
hsa-miR-4726-5p,CENPN,2
hsa-miR-4727-3p,CEBPD,2
hsa-miR-4727-5p,FGF7,2
hsa-miR-4728-3p,TOM1L2,2
hsa-miR-4728-5p,BEST3,2
hsa-miR-4729,DEK,2
hsa-miR-4730,ZNF33A,2
hsa-miR-4731-3p,ZNF432,2
hsa-miR-4731-5p,CHD7,2
hsa-miR-4732-3p,SH3BP5L,2
hsa-miR-4732-5p,C21orf91,2
hsa-miR-4733-3p,CDCA3,2
hsa-miR-4733-5p,PIN1,2
hsa-miR-4734,FN3KRP,2
hsa-miR-4735-3p,PTCHD1,2
hsa-miR-4735-5p,AGTPBP1,2
hsa-miR-4736,APCDD1,2
hsa-miR-4737,YWHAZ,2
hsa-miR-4738-3p,ELP6,2
hsa-miR-4738-5p,NIPBL,2
hsa-miR-4739,JUN,2
hsa-miR-4740-3p,APOA1,2
hsa-miR-4740-5p,TDRKH,2
hsa-miR-4741,TIMM8B,2
hsa-miR-4742-3p,ALG14,2
hsa-miR-4742-5p,XRCC6,2
hsa-miR-4743-3p,LOX,2
hsa-miR-4743-5p,RBM38,2
hsa-miR-4744,TLX3,2
hsa-miR-4745-3p,LETMD1,2
hsa-miR-4745-5p,LRIT3,2
hsa-miR-4746-3p,PGAM5,2
hsa-miR-4746-5p,CAMK4,2
hsa-miR-4747-3p,GPR156,2
hsa-miR-4747-5p,NKX6-1,2
hsa-miR-4748,TEAD1,2
hsa-miR-4749-3p,STARD7,2
hsa-miR-4749-5p,DISC1,2
hsa-miR-4750-3p,TP53INP1,2
hsa-miR-4750-5p,RNF20,2
hsa-miR-4751,METTL12,2
hsa-miR-4752,STOML3,2
hsa-miR-4753-3p,TFDP2,2
hsa-miR-4753-5p,ROCK1,2
hsa-miR-4754,ARMCX6,2
hsa-miR-4755-3p,CA6,2
hsa-miR-4755-5p,CACNA1C,2
hsa-miR-4756-3p,BCAS1,2
hsa-miR-4756-5p,JUN,2
hsa-miR-4757-3p,AKT1,2
hsa-miR-4757-5p,SLC38A2,2
hsa-miR-4758-3p,CES3,2
hsa-miR-4758-5p,LRIT3,2
hsa-miR-4759,ZNF514,2
hsa-miR-4760-3p,NHS,2
hsa-miR-4760-5p,DENND5B,2
hsa-miR-4761-5p,SGCD,2
hsa-miR-4762-5p,ZBTB10,2
hsa-miR-4763-3p,APCDD1,2
hsa-miR-4763-5p,C9orf170,2
hsa-miR-4764-3p,TRIM44,2
hsa-miR-4764-5p,RBM7,2
hsa-miR-4766-3p,SPATA2,2
hsa-miR-4766-5p,SOX5,2
hsa-miR-4767,SDF4,2
hsa-miR-4768-3p,PYGO1,2
hsa-miR-4768-5p,KARS,2
hsa-miR-4769-3p,ELAVL1,2
hsa-miR-4769-5p,RPL12,2
hsa-miR-4770,CASP5,2
hsa-miR-4771,HSD17B12,2
hsa-miR-4772-3p,NRAS,2
hsa-miR-4772-5p,ZMYM2,2
hsa-miR-4773,HAUS6,2
hsa-miR-4774-3p,TMEM214,2
hsa-miR-4774-5p,GLO1,2
hsa-miR-4775,AGTPBP1,2
hsa-miR-4776-3p,IFFO2,2
hsa-miR-4776-5p,OGT,2
hsa-miR-4777-3p,NCOA4,2
hsa-miR-4777-5p,NDUFV3,2
hsa-miR-4778-3p,TENM1,2
hsa-miR-4778-5p,BACE2,2
hsa-miR-4779,BCL2L1,2
hsa-miR-4779,BCL2L13,2
hsa-miR-4780,MAGEB10,2
hsa-miR-4781-3p,KIF1B,2
hsa-miR-4781-5p,PIN1,2
hsa-miR-4782-3p,SSH2,2
hsa-miR-4782-3p,USP14,3
hsa-miR-4782-3p,XIAP,3
hsa-miR-4782-3p,ZEB2,3
hsa-miR-4782-5p,DCAF4,2
hsa-miR-4783-3p,GPT2,2
hsa-miR-4783-5p,JUN,2
hsa-miR-4784,SH3TC2,2
hsa-miR-4785,NKX6-1,2
hsa-miR-4786-3p,SEPT3,2
hsa-miR-4786-5p,PDE6D,2
hsa-miR-4787-3p,MIB2,2
hsa-miR-4788,ZNF562,2
hsa-miR-4789-3p,PSMA7,2
hsa-miR-4789-5p,HAT1,2
hsa-miR-4790-3p,TMC7,2
hsa-miR-4790-5p,SGOL1,2
hsa-miR-4791,CDKL2,2
hsa-miR-4792,FOXC1,3
hsa-miR-4792,SLC9A8,2
hsa-miR-4793-3p,LPL,2
hsa-miR-4793-3p,RILPL1,2
hsa-miR-4793-5p,TECPR2,2
hsa-miR-4794,IGF2BP3,2
hsa-miR-4795-3p,PLEKHA2,2
hsa-miR-4795-5p,NDOR1,2
hsa-miR-4796-3p,TBC1D12,2
hsa-miR-4796-5p,VNN1,2
hsa-miR-4797-3p,CXXC4,2
hsa-miR-4797-5p,KDM5A,2
hsa-miR-4798-3p,PRNP,2
hsa-miR-4798-5p,FAM199X,2
hsa-miR-4799-3p,ZNRF2,2
hsa-miR-4799-5p,TLX3,2
hsa-miR-4800-3p,GATA6,2
hsa-miR-4800-5p,LRWD1,2
hsa-miR-4801,ZNF432,2
hsa-miR-4802-3p,MYPN,2
hsa-miR-4802-5p,CNNM2,2
hsa-miR-4803,PABPC4L,2
hsa-miR-4804-3p,GSTCD,2
hsa-miR-4804-5p,FCAMR,2
hsa-miR-483-3p,BBC3,4
hsa-miR-483-3p,CDK4,2
hsa-miR-483-3p,GMNN,3
hsa-miR-483-3p,IGF1,3
hsa-miR-483-3p,NHP2,3
hsa-miR-483-3p,PARD3,2
hsa-miR-483-3p,RASGRF1,2
hsa-miR-483-3p,SMAD4,4
hsa-miR-483-3p,UBE2C,3
hsa-miR-483-3p,UPF1,2
hsa-miR-483-5p,FAM160B2,2
hsa-miR-483-5p,MAPK3,4
hsa-miR-483-5p,NUCB1,2
hsa-miR-483-5p,SRF,3
hsa-miR-484,ATP6V1F,2
hsa-miR-484,FIS1,3
hsa-miR-485-3p,IDS,2
hsa-miR-485-3p,NFYB,4
hsa-miR-485-3p,NTRK3,2
hsa-miR-485-3p,SLC40A1,3
hsa-miR-485-5p,FLOT1,3
hsa-miR-485-5p,FZD7,3
hsa-miR-485-5p,HIF3A,3
hsa-miR-485-5p,SSH3,2
hsa-miR-486-3p,BCL11A,3
hsa-miR-486-3p,PIN1,2
hsa-miR-486-5p,ARHGAP5,3
hsa-miR-486-5p,CADM1,2
hsa-miR-486-5p,CD40,3
hsa-miR-486-5p,CIT,5
hsa-miR-486-5p,DOCK3,3
hsa-miR-486-5p,H3F3B,2
hsa-miR-486-5p,IGF1R,3
hsa-miR-486-5p,OLFM4,4
hsa-miR-486-5p,PCCA,2
hsa-miR-487a-3p,ABCG2,3
hsa-miR-487a-3p,SYPL1,2
hsa-miR-487a-5p,CDH7,2
hsa-miR-487b-3p,BMI1,5
hsa-miR-487b-3p,KRAS,5
hsa-miR-487b-3p,MAGI2,4
hsa-miR-487b-3p,MYC,5
hsa-miR-487b-3p,SUZ12,5
hsa-miR-487b-3p,UFC1,2
hsa-miR-487b-3p,WNT5A,5
hsa-miR-487b-5p,CDH7,2
hsa-miR-488-3p,NRIP3,2
hsa-miR-488-3p,POMC,2
hsa-miR-488-3p,SLC39A8,2
hsa-miR-488-5p,AR,4
hsa-miR-488-5p,ENAM,2
hsa-miR-489-3p,C4orf50,2
hsa-miR-489-3p,PAX3,2
hsa-miR-489-3p,PTPN11,3
hsa-miR-489-5p,CNN2,2
hsa-miR-490-3p,ABCC2,3
hsa-miR-490-3p,CCND1,3
hsa-miR-490-3p,PAPPA,5
hsa-miR-490-3p,SMARCD1,5
hsa-miR-490-3p,TGFBR1,2
hsa-miR-490-3p,TSPAN15,2
hsa-miR-490-5p,FOS,2
hsa-miR-490-5p,MYPN,2
hsa-miR-490-5p,PIK3CA,2
hsa-miR-491-3p,CDK6,2
hsa-miR-491-3p,KCNJ10,2
hsa-miR-491-5p,BCL2L1,4
hsa-miR-491-5p,CHD4,2
hsa-miR-491-5p,GIT1,3
hsa-miR-491-5p,MMP2,3
hsa-miR-491-5p,MMP9,4
hsa-miR-491-5p,MRO,2
hsa-miR-491-5p,SMAD3,3
hsa-miR-491-5p,TAF10,2
hsa-miR-491-5p,TP53,3
hsa-miR-492,ALB,2
hsa-miR-492,BAAT,2
hsa-miR-492,BID,2
hsa-miR-492,CDKN2A,2
hsa-miR-492,GDA,2
hsa-miR-492,HSD3B1,2
hsa-miR-492,PTEN,4
hsa-miR-492,ST6GAL1,2
hsa-miR-492,TCF21,2
hsa-miR-492,TMEM239,2
hsa-miR-493-3p,DKK1,3
hsa-miR-493-3p,FZD4,4
hsa-miR-493-3p,MAP2K7,2
hsa-miR-493-3p,RHOC,4
hsa-miR-493-3p,UBE2D3,2
hsa-miR-493-5p,RSF1,2
hsa-miR-494-3p,ARHGAP5,3
hsa-miR-494-3p,Arntl,2
hsa-miR-494-3p,ATF3,2
hsa-miR-494-3p,BAG1,4
hsa-miR-494-3p,BCL2,2
hsa-miR-494-3p,BCL2L11,3
hsa-miR-494-3p,BMI1,4
hsa-miR-494-3p,CDK6,4
hsa-miR-494-3p,CFTR,2
hsa-miR-494-3p,CNR1,2
hsa-miR-494-3p,CXCR4,3
hsa-miR-494-3p,FOXJ3,3
hsa-miR-494-3p,HNRNPA3,2
hsa-miR-494-3p,HOXA10,2
hsa-miR-494-3p,ITPR1,2
hsa-miR-494-3p,MAP2K1,2
hsa-miR-494-3p,MCC,3
hsa-miR-494-3p,MYC,4
hsa-miR-494-3p,PCNP,2
hsa-miR-494-3p,PDIA3,2
hsa-miR-494-3p,PROS1,3
hsa-miR-494-3p,PTEN,5
hsa-miR-494-3p,RAD23B,3
hsa-miR-494-3p,SDC1,2
hsa-miR-494-3p,SYNCRIP,2
hsa-miR-494-3p,TFAM,3
hsa-miR-494-3p,ZEB1,4
hsa-miR-494-5p,PITPNM3,2
hsa-miR-495-3p,AKT1,3
hsa-miR-495-3p,ATP7A,4
hsa-miR-495-3p,BMI1,4
hsa-miR-495-3p,CCL2,3
hsa-miR-495-3p,FOXC1,4
hsa-miR-495-3p,MEIS1,4
hsa-miR-495-3p,MTA3,3
hsa-miR-495-3p,PBX3,4
hsa-miR-495-3p,PTP4A3,2
hsa-miR-495-3p,RUNX3,4
hsa-miR-495-3p,SAMD8,2
hsa-miR-495-3p,SMR3B,2
hsa-miR-495-3p,SOX9,4
hsa-miR-495-3p,TBC1D9,2
hsa-miR-495-5p,TRPV2,2
hsa-miR-496,ALG14,2
hsa-miR-497-3p,TRIOBP,2
hsa-miR-497-5p,BCL2,4
hsa-miR-497-5p,BIRC5,2
hsa-miR-497-5p,BTRC,2
hsa-miR-497-5p,CCND3,2
hsa-miR-497-5p,CCNE1,3
hsa-miR-497-5p,CDC25A,3
hsa-miR-497-5p,CDK4,2
hsa-miR-497-5p,CHEK1,4
hsa-miR-497-5p,DICER1,2
hsa-miR-497-5p,E2F3,2
hsa-miR-497-5p,EIF4E,3
hsa-miR-497-5p,HDGF,4
hsa-miR-497-5p,HSPA4L,2
hsa-miR-497-5p,IGF1R,3
hsa-miR-497-5p,KCNN4,3
hsa-miR-497-5p,MAP2K1,3
hsa-miR-497-5p,RAF1,3
hsa-miR-497-5p,RUNX2,3
hsa-miR-497-5p,SIDT2,2
hsa-miR-497-5p,SMURF1,2
hsa-miR-497-5p,WEE1,4
hsa-miR-497-5p,WNT7A,2
hsa-miR-498,BRCA1,5
hsa-miR-498,PDHA1,2
hsa-miR-4999-3p,SFXN1,2
hsa-miR-4999-5p,FXYD2,2
hsa-miR-499a-3p,ABLIM1,2
hsa-miR-499a-5p,ETS1,3
hsa-miR-499a-5p,FOXO4,3
hsa-miR-499a-5p,IQGAP2,2
hsa-miR-499a-5p,PDCD4,3
hsa-miR-499a-5p,SOX6,2
hsa-miR-499b-3p,ABLIM1,2
hsa-miR-499b-5p,POP4,2
hsa-miR-5000-3p,C20orf197,2
hsa-miR-5000-5p,IGFBP5,2
hsa-miR-5001-3p,SLC7A14,2
hsa-miR-5001-5p,RGS6,2
hsa-miR-5002-3p,WIPF1,2
hsa-miR-5002-5p,BAG2,2
hsa-miR-5003-3p,JAG1,2
hsa-miR-5003-5p,DDX4,2
hsa-miR-5004-3p,C1orf109,2
hsa-miR-5004-5p,METTL1,2
hsa-miR-5004-5p,METTL12,2
hsa-miR-5006-3p,CACNA1C,2
hsa-miR-5006-5p,PPARA,2
hsa-miR-5007-3p,FGF9,2
hsa-miR-5007-5p,TMEM136,2
hsa-miR-5008-3p,SRSF3,2
hsa-miR-5008-5p,SGCD,2
hsa-miR-5009-3p,CIT,2
hsa-miR-5009-5p,NDOR1,2
hsa-miR-500a-3p,MDM2,2
hsa-miR-500a-5p,CYLD,3
hsa-miR-500a-5p,OTUD7B,3
hsa-miR-500a-5p,SLC35G1,2
hsa-miR-500a-5p,TAX1BP1,3
hsa-miR-500b-3p,PYGO1,2
hsa-miR-500b-5p,SLC35G1,2
hsa-miR-5010-3p,TMEM117,2
hsa-miR-5010-5p,WNT9B,2
hsa-miR-5011-3p,KARS,2
hsa-miR-501-3p,TBL1XR1,2
hsa-miR-501-5p,FAXC,2
hsa-miR-501-5p,LAMTOR5,3
hsa-miR-502-3p,AIM1,2
hsa-miR-502-3p,B4GALT5,2
hsa-miR-502-3p,TBL1XR1,2
hsa-miR-502-5p,IFI27,3
hsa-miR-502-5p,RAB1B,3
hsa-miR-502-5p,SETD8,2
hsa-miR-502-5p,TPP1,2
hsa-miR-502-5p,TRAF2,3
hsa-miR-503-3p,PLCXD2,2
hsa-miR-503-5p,ANLN,2
hsa-miR-503-5p,ARHGEF19,3
hsa-miR-503-5p,ATF6,2
hsa-miR-503-5p,BCL2,3
hsa-miR-503-5p,CCND1,5
hsa-miR-503-5p,CCND3,2
hsa-miR-503-5p,CCNE1,3
hsa-miR-503-5p,CCNE2,3
hsa-miR-503-5p,CCNF,2
hsa-miR-503-5p,CDC14A,2
hsa-miR-503-5p,CDC25A,3
hsa-miR-503-5p,CDKN1A,2
hsa-miR-503-5p,CHEK1,5
hsa-miR-503-5p,EIF2C1,2
hsa-miR-503-5p,FANCA,2
hsa-miR-503-5p,FBXW7,2
hsa-miR-503-5p,FGF2,4
hsa-miR-503-5p,FGF8,3
hsa-miR-503-5p,FGFR1,3
hsa-miR-503-5p,IGF1R,3
hsa-miR-503-5p,IKBKB,3
hsa-miR-503-5p,PIK3R1,4
hsa-miR-503-5p,TNFRSF11A,2
hsa-miR-503-5p,TNFRSF11A,4
hsa-miR-503-5p,VEGFA,2
hsa-miR-503-5p,WEE1,3
hsa-miR-503-5p,ZNRF3,2
hsa-miR-504-3p,FBXW11,2
hsa-miR-504-5p,DRD1,2
hsa-miR-504-5p,KBTBD12,2
hsa-miR-504-5p,MDM2,2
hsa-miR-504-5p,TCEAL1,2
hsa-miR-504-5p,TFF1,3
hsa-miR-504-5p,TP53,3
hsa-miR-504-5p,VEGFA,2
hsa-miR-5047,TRIOBP,2
hsa-miR-505-3p,NBPF8,2
hsa-miR-505-3p,SRSF1,2
hsa-miR-505-5p,ATF3,2
hsa-miR-505-5p,OCRL,2
hsa-miR-506-3p,ALG14,2
hsa-miR-506-3p,CD151,3
hsa-miR-506-3p,CDK4,5
hsa-miR-506-3p,CDK6,4
hsa-miR-506-3p,ETS1,3
hsa-miR-506-3p,FOXQ1,3
hsa-miR-506-3p,ROCK1,3
hsa-miR-506-3p,SNAI1,4
hsa-miR-506-3p,SNAI2,3
hsa-miR-506-3p,SPHK1,3
hsa-miR-506-3p,TCF3,2
hsa-miR-506-3p,VIM,3
hsa-miR-506-3p,YAP1,3
hsa-miR-506-5p,EIF5AL1,2
hsa-miR-506-5p,MTDH,2
hsa-miR-507,ZNF701,2
hsa-miR-508-3p,NFKB1,4
hsa-miR-508-3p,SSH2,2
hsa-miR-508-5p,ABCB1,4
hsa-miR-508-5p,MDM2,2
hsa-miR-508-5p,ZNRD1,4
hsa-miR-5087,KLF9,2
hsa-miR-5088-3p,FEM1A,2
hsa-miR-5088-5p,RPS6KA5,2
hsa-miR-5089-3p,UBN2,2
hsa-miR-5089-5p,EMC1,2
hsa-miR-5090,RGS6,2
hsa-miR-5091,ATP5A1,2
hsa-miR-5092,WDR26,2
hsa-miR-5093,TBCEL,2
hsa-miR-509-3-5p,HSD17B12,2
hsa-miR-509-3p,NTRK3,2
hsa-miR-509-3p,SDC3,2
hsa-miR-5094,SRSF3,2
hsa-miR-5095,THUMPD3,2
hsa-miR-509-5p,HSD17B12,2
hsa-miR-5096,TRIML2,2
hsa-miR-5100,SESN3,2
hsa-miR-510-3p,PHF6,2
hsa-miR-510-5p,HTR3E,2
hsa-miR-510-5p,PRDX1,3
hsa-miR-510-5p,SPDEF,3
hsa-miR-510-5p,ZNF3,2
hsa-miR-511-3p,EVX2,2
hsa-miR-511-5p,FKBP5,2
hsa-miR-511-5p,LOX,2
hsa-miR-511-5p,PROP1,2
hsa-miR-512-3p,ABLIM1,2
hsa-miR-512-5p,CDKN1A,3
hsa-miR-512-5p,MCL1,4
hsa-miR-512-5p,SNAP23,2
hsa-miR-513a-3p,GSTP1,3
hsa-miR-513a-3p,LHCGR,2
hsa-miR-513a-3p,ZNF75A,2
hsa-miR-513a-5p,BTG3,3
hsa-miR-513a-5p,CD274,3
hsa-miR-513a-5p,DR1,3
hsa-miR-513a-5p,GNG13,3
hsa-miR-513a-5p,MED30,2
hsa-miR-513b-3p,TOM1L2,2
hsa-miR-513b-5p,BTG3,3
hsa-miR-513b-5p,DR1,3
hsa-miR-513b-5p,FAM84B,2
hsa-miR-513b-5p,GNG13,3
hsa-miR-513b-5p,HMGB3,3
hsa-miR-513c-3p,ZNF75A,2
hsa-miR-513c-5p,BTG3,4
hsa-miR-513c-5p,DR1,3
hsa-miR-513c-5p,GNG13,3
hsa-miR-513c-5p,KCNH5,2
hsa-miR-514a-3p,ZNF772,2
hsa-miR-514a-5p,ALG14,2
hsa-miR-514b-3p,ZNF772,2
hsa-miR-514b-5p,KCNH5,2
hsa-miR-515-3p,CDKN1A,4
hsa-miR-515-3p,ZNF75A,2
hsa-miR-515-5p,RABL2A,2
hsa-miR-516a-3p,ASTN1,2
hsa-miR-516a-3p,SULF1,2
hsa-miR-516a-3p,WNT5A,3
hsa-miR-516a-5p,DAZAP2,2
hsa-miR-516b-3p,ASTN1,2
hsa-miR-516b-5p,LUZP1,2
hsa-miR-517-5p,KDM5A,2
hsa-miR-517a-3p,EFHD2,2
hsa-miR-517a-3p,PTK2B,4
hsa-miR-517b-3p,EFHD2,2
hsa-miR-517c-3p,EFHD2,2
hsa-miR-517c-3p,PTK2B,4
hsa-miR-5186,TNRC6B,2
hsa-miR-5187-3p,FAM9C,2
hsa-miR-5187-5p,CHD7,2
hsa-miR-5188,RWDD2A,2
hsa-miR-5189-3p,KIAA0513,2
hsa-miR-5189-5p,SRSF3,2
hsa-miR-518a-3p,ACVR1B,2
hsa-miR-518a-3p,CCR6,2
hsa-miR-518a-5p,CCL2,2
hsa-miR-518a-5p,MCL1,3
hsa-miR-518a-5p,PIK3C2A,4
hsa-miR-518a-5p,TBC1D12,2
hsa-miR-518b,ACVR1B,2
hsa-miR-518b,FOXN1,3
hsa-miR-518c-3p,ACVR1B,2
hsa-miR-518c-3p,HSD17B1,2
hsa-miR-518c-5p,ZNRF2,2
hsa-miR-518d-3p,ACVR1B,2
hsa-miR-518d-5p,KDM5A,2
hsa-miR-518e-3p,TYRO3,2
hsa-miR-518e-5p,KDM5A,2
hsa-miR-518f-3p,ACVR1B,2
hsa-miR-518f-5p,KDM5A,2
hsa-miR-5190,HHLA2,2
hsa-miR-5191,OR2C3,2
hsa-miR-5192,TMEM50A,2
hsa-miR-5193,C12orf73,2
hsa-miR-5194,PCP4L1,2
hsa-miR-5195-3p,CSRNP3,2
hsa-miR-5195-5p,UBE2Q1,2
hsa-miR-5196-3p,TECPR2,2
hsa-miR-5196-5p,NKX6-1,2
hsa-miR-5197-3p,OSBP,2
hsa-miR-5197-5p,PLEKHA2,2
hsa-miR-519a-3p,CDKN1A,3
hsa-miR-519a-3p,DICER1,4
hsa-miR-519a-3p,ELAVL1,3
hsa-miR-519a-3p,FAM9C,2
hsa-miR-519a-3p,FOXF2,3
hsa-miR-519a-3p,PTEN,3
hsa-miR-519a-3p,RB1,4
hsa-miR-519a-3p,STAT3,3
hsa-miR-519a-3p,TIMP1,3
hsa-miR-519a-3p,YES1,3
hsa-miR-519a-5p,KDM5A,2
hsa-miR-519b-3p,CDKN1A,4
hsa-miR-519b-3p,ELAVL1,3
hsa-miR-519b-3p,FAM9C,2
hsa-miR-519b-5p,KDM5A,2
hsa-miR-519c-3p,ABCG2,4
hsa-miR-519c-3p,CDKN1A,3
hsa-miR-519c-3p,ELAVL1,3
hsa-miR-519c-3p,FAM9C,2
hsa-miR-519c-3p,Hif1a,4
hsa-miR-519c-3p,PTEN,3
hsa-miR-519c-3p,TIMP2,3
hsa-miR-519c-5p,KDM5A,2
hsa-miR-519d-3p,AKT3,2
hsa-miR-519d-3p,CDKN1A,5
hsa-miR-519d-3p,MKI67,2
hsa-miR-519d-3p,PFKFB2,2
hsa-miR-519d-3p,PPARA,4
